ENTRY,Season,Player,Age,Team(s),LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
3146,2022-23,DeMar DeRozan,33,CHI,7.13,1.78,1.3,0.48
3147,2022-23,Jrue Holiday,32,MIL,6.98,2.64,2.24,0.41
3148,2022-23,Patrick Beverley,34,LAL/CHI,3.12,0.28,-1.46,1.74
3149,2022-23,Patty Mills,34,BRK,0.01,-2.43,-0.32,-2.11
3150,2022-23,Wesley Matthews,36,MIL,0.34,-1.79,-1.33,-0.46
3151,2022-23,John Wall,32,LAC,0.67,-1.04,-0.32,-0.72
3152,2022-23,Gordon Hayward,32,CHO,1.14,-1.3,-1.26,-0.03
3153,2022-23,Paul George,32,LAC,6.15,2.6,1.69,0.91
3154,2022-23,Kyrie Irving,30,BRK/DAL,6.1,1.88,2.99,-1.11
3155,2022-23,Jonas Valančiūnas,30,NOP,3.5,0.37,0.01,0.36
3156,2022-23,Bismack Biyombo,30,PHO,1.33,-0.04,-2.23,2.19
3157,2022-23,Klay Thompson,32,GSW,3.58,0.05,0.66,-0.61
3158,2022-23,Alec Burks,31,DET,1.64,-0.12,0.62,-0.75
3159,2022-23,Marcus Morris Sr.,33,LAC,2.29,-0.45,-1.21,0.76
3160,2022-23,Kawhi Leonard,31,LAC,7.5,4.46,3.97,0.49
3161,2022-23,Nikola Vučević,32,CHI,5.61,0.8,-0.16,0.95
3162,2022-23,Tobias Harris,30,PHI,3.89,0.09,0.17,-0.09
3163,2022-23,Reggie Jackson,32,LAC/DEN,1.95,-0.58,-0.42,-0.17
3164,2022-23,Cory Joseph,31,DET,0.76,-1.46,-0.18,-1.29
3165,2022-23,Jimmy Butler,33,MIA,11.05,5.99,4.08,1.91
3166,2022-23,Bojan Bogdanović,33,DET,2.19,-0.61,0.87,-1.48
3167,2022-23,Anthony Davis,29,LAL,9.08,5.28,3.1,2.19
3168,2022-23,Bradley Beal,29,WAS,3.88,1.23,1.96,-0.73
3169,2022-23,Damian Lillard,32,POR,8.22,3.81,6.27,-2.46
3170,2022-23,Terrence Ross,31,ORL/PHO,0.29,-2.1,-0.81,-1.3
3171,2022-23,Andre Drummond,29,CHI,2.23,1.73,-0.37,2.1
3172,2022-23,Harrison Barnes,30,SAC,5.65,0.92,0.94,-0.01
3173,2022-23,Austin Rivers,30,MIN,-0.43,-3.15,-2.44,-0.71
3174,2022-23,Draymond Green,32,GSW,5.26,1.19,-1.84,3.03
3175,2022-23,Khris Middleton,31,MIL,1.53,0.59,1.26,-0.67
3176,2022-23,Will Barton,32,WAS/TOR,0.51,-1.63,-1.19,-0.44
3177,2022-23,Justin Holiday,33,ATL/DAL,-0.15,-2.81,-1.76,-1.05
3178,2022-23,JaMychal Green,32,GSW,0.59,-1.28,-1.06,-0.22
3179,2022-23,CJ McCollum,31,NOP,5.05,0.58,2,-1.42
3180,2022-23,Dennis Schröder,29,LAL,2.7,-0.29,0.04,-0.33
3181,2022-23,Kelly Olynyk,31,UTA,2.78,-0.17,-0.48,0.31
3182,2022-23,Kentavious Caldwell-Pope,29,DEN,5.46,1.19,-0.04,1.23
3183,2022-23,Mason Plumlee,32,CHO/LAC,4.83,1.29,0.22,1.06
3184,2022-23,Mike Muscala,31,OKC/BOS,1.47,0.03,0.02,0
3185,2022-23,Reggie Bullock Jr.,31,DAL,0,-2.46,-1.59,-0.87
3186,2022-23,Robert Covington,32,LAC,1.33,0.26,-0.76,1.01
3187,2022-23,Rudy Gobert,30,MIN,4.69,1.02,-0.81,1.83
3188,2022-23,Steven Adams,29,MEM,3.06,1.85,0.44,1.41
3189,2022-23,Tim Hardaway Jr.,30,DAL,2.34,-0.72,-0.14,-0.59
3190,2022-23,Victor Oladipo,30,MIA,1.57,-0.19,-0.92,0.73
3191,2022-23,Giannis Antetokounmpo,28,MIL,10.57,6.09,5.22,0.88
3192,2022-23,Raul Neto,30,CLE,0.22,-1.75,-1.33,-0.42
3193,2022-23,Seth Curry,32,BRK,0.43,-1.89,-0.62,-1.27
3194,2022-23,Rodney McGruder,31,DET,0.57,-0.73,-0.53,-0.2
3195,2022-23,Zach LaVine,27,CHI,5,0.42,1.34,-0.92
3196,2022-23,Jordan Clarkson,30,UTA,1.33,-1.39,1.03,-2.41
3197,2022-23,Gary Harris,28,ORL,1.2,-0.84,-1.37,0.53
3198,2022-23,Spencer Dinwiddie,29,DAL/BRK,7.53,1.94,1.55,0.39
3199,2022-23,Jerami Grant,28,POR,1.48,-1.4,-0.22,-1.19
3200,2022-23,Joe Harris,31,BRK,0.91,-1.5,-0.44,-1.06
3201,2022-23,Doug McDermott,31,SAS,-0.63,-3.24,-0.55,-2.69
3202,2022-23,Aaron Gordon,27,DEN,5.97,2.17,1.76,0.41
3203,2022-23,T.J. Warren,29,BRK/PHO,0.26,-1.85,-1.38,-0.47
3204,2022-23,Marcus Smart,28,BOS,4.15,0.92,0.03,0.88
3205,2022-23,Kyle Anderson,29,MIN,3.83,0.66,-0.59,1.25
3206,2022-23,Dwight Powell,31,DAL,3.37,1.22,-0.09,1.31
3207,2022-23,Julius Randle,28,NYK,7.32,1.8,2.36,-0.57
3208,2022-23,Andrew Wiggins,27,GSW,2,0.22,-0.49,0.71
3209,2022-23,Joel Embiid,28,PHI,11.18,5.5,3.72,1.78
3210,2022-23,Dario Šarić,28,PHO/OKC,1.01,-0.46,-1.01,0.55
3211,2022-23,Clint Capela,28,ATL,4.84,2,0.53,1.47
3212,2022-23,Bogdan Bogdanović,30,ATL,1.58,-0.78,0.89,-1.67
3213,2022-23,Jusuf Nurkić,28,POR,2.37,0.25,-0.97,1.22
3214,2022-23,Nikola Jokić,27,DEN,12.94,6.73,4.95,1.77
3215,2022-23,Kristaps Porziņģis,27,WAS,6.67,2.56,1.55,1.01
3216,2022-23,Joe Ingles,35,MIL,0.79,-1.25,-0.96,-0.29
3217,2022-23,T.J. McConnell,30,IND,1.81,-0.57,-0.24,-0.33
3218,2022-23,LeBron James,38,LAL,7.69,3.86,3.66,0.2
3219,2023-24,Chris Paul,38,GSW,2.8,0.46,0.35,0.12
3220,2023-24,Tyus Jones,27,WAS,2.48,-0.41,0.74,-1.15
3221,2023-24,Delon Wright,31,WAS/MIA,1.35,0.44,-0.56,1
3222,2023-24,D'Angelo Russell,27,LAL,3.77,0,1.01,-1.02
3223,2023-24,Karl-Anthony Towns,28,MIN,4.01,0.7,0.65,0.05
3224,2023-24,Richaun Holmes,30,DAL/WAS,0.72,-0.39,-0.82,0.43
3225,2023-24,Kelly Oubre Jr.,28,PHI,2.67,-0.39,-0.17,-0.22
3226,2023-24,Devin Booker,27,PHO,8.54,3.14,3.88,-0.75
3227,2023-24,Cameron Payne,29,MIL/PHI,0.97,-1.27,-0.36,-0.92
3228,2023-24,Myles Turner,27,IND,6.31,2.4,1.08,1.32
3229,2023-24,Trey Lyles,28,SAC,1.12,-0.91,-0.85,-0.06
3230,2023-24,Bobby Portis,28,MIL,2.9,-0.16,-0.01,-0.14
3231,2023-24,Kevon Looney,27,GSW,1.9,0.08,-0.87,0.95
3232,2023-24,Christian Wood,28,LAL,0.87,-0.87,-1.54,0.68
3233,2023-24,Terry Rozier,29,CHO/MIA,3.2,0.04,0.42,-0.38
3234,2023-24,Norman Powell,30,LAC,1.55,-1.21,0.22,-1.44
3235,2023-24,Pat Connaughton,31,MIL,1.56,-0.97,-1.06,0.09
3236,2023-24,Josh Richardson,30,MIA,0.84,-1.23,-0.94,-0.29
3237,2023-24,Larry Nance Jr.,31,NOP,1.39,-0.59,-1.75,1.16
3238,2023-24,Royce O'Neale,30,BRK/PHO,3.07,0.05,-0.46,0.51
3239,2023-24,Cedi Osman,28,SAS,0.12,-2.31,-1.38,-0.93
3240,2023-24,Domantas Sabonis,27,SAC,10.69,3.4,1.74,1.66
3241,2023-24,Malik Beasley,27,MIL,2.48,-0.76,-0.12,-0.64
3242,2023-24,Kris Dunn,29,UTA,2.1,0.22,-0.54,0.76
3243,2023-24,Buddy Hield,31,IND/PHI,2.85,-0.35,0.29,-0.64
3244,2023-24,Brandon Ingram,26,NOP,3.54,0.26,0.83,-0.58
3245,2023-24,Caris LeVert,29,CLE,3.82,0.65,0.67,-0.02
3246,2023-24,Dejounte Murray,27,ATL,5.19,0.51,1.68,-1.17
3247,2023-24,Jamal Murray,26,DEN,4.33,1.25,2.09,-0.85
3248,2023-24,Jakob Poeltl,28,TOR,3.16,1.36,-0.82,2.18
3249,2023-24,Taurean Prince,29,LAL,0.98,-1.71,-1.4,-0.3
3250,2023-24,Jaylen Brown,27,BOS,4.96,0.91,1.04,-0.13
3251,2023-24,Malcolm Brogdon,31,POR,1.79,0.09,1.18,-1.09
3252,2023-24,Georges Niang,30,CLE,0.83,-1.74,-0.98,-0.75
3253,2023-24,Gary Payton II,31,GSW,0.93,-0.26,-1.22,0.96
3254,2023-24,Pascal Siakam,29,TOR/IND,6.77,1.6,1.57,0.03
3255,2023-24,Ivica Zubac,26,LAC,3.74,0.86,-0.53,1.4
3256,2023-24,Dorian Finney-Smith,30,BRK,1.82,-0.95,-1.17,0.22
3257,2023-24,Fred VanVleet,29,HOU,7.66,2.1,1.3,0.8
3258,2023-24,Danuel House Jr.,30,PHI,-0.02,-2.54,-2.03,-0.51
3259,2023-24,Derrick Jones Jr.,26,DAL,1.49,-1.12,-1.03,-0.09
3260,2023-24,Alex Caruso,29,CHI,4.13,0.77,-1.12,1.89
3261,2023-24,Markelle Fultz,25,ORL,0.93,-0.83,-1.12,0.3
3262,2023-24,De'Aaron Fox,26,SAC,9.15,3.05,2.64,0.41
3263,2023-24,Jayson Tatum,25,BOS,10.08,3.66,3.35,0.31
3264,2023-24,Malik Monk,25,SAC,3.59,0.6,1.15,-0.56
3265,2023-24,Jonathan Isaac,26,ORL,3.28,3.3,0.37,2.93
3266,2023-24,Dennis Smith Jr.,26,BRK,1.57,-0.09,-0.61,0.52
3267,2023-24,Lauri Markkanen,26,UTA,5.9,2.73,2.91,-0.18
3268,2023-24,Donovan Mitchell,27,CLE,7.34,3.61,3.4,0.21
3269,2023-24,Luke Kennard,27,MEM,0.36,-1.88,-0.42,-1.46
3270,2023-24,Zach Collins,26,SAS,0.83,-1.59,-1.55,-0.04
3271,2023-24,John Collins,26,UTA,3.37,0.37,0.23,0.15
3272,2023-24,OG Anunoby,26,TOR/NYK,1.57,-0.98,-1.32,0.34
3273,2023-24,Jarrett Allen,25,CLE,7.48,2.44,1.04,1.4
3274,2023-24,Bam Adebayo,26,MIA,7.15,2.27,-0.34,2.61
3275,2023-24,Isaiah Hartenstein,25,NYK,5,1.74,-0.54,2.29
3276,2023-24,Kyle Kuzma,28,WAS,1.01,-1.76,0.01,-1.77
3277,2023-24,Derrick White,29,BOS,7.34,2.47,1.35,1.11
3278,2023-24,Josh Hart,28,NYK,5.27,0.65,-0.44,1.09
3279,2023-24,Dillon Brooks,28,HOU,0.53,-2.08,-1.91,-0.17
3280,2023-24,Sasha Vezenkov,28,SAC,0.39,-1.25,-1.01,-0.24
3281,2023-24,Luke Kornet,28,BOS,2.1,0.94,0.01,0.94
3282,2023-24,Chris Boucher,31,TOR,1,-0.2,-0.17,-0.02
3283,2023-24,Daniel Theis,31,IND/LAC,0.8,-1.19,-1.28,0.09
3284,2023-24,Maxi Kleber,32,DAL,0.58,-1.4,-2.48,1.08
3285,2023-24,Torrey Craig,33,CHI,0.81,-1.22,-1.07,-0.15
3286,2023-24,Grayson Allen,28,PHO,4.78,0.57,0.79,-0.22
3287,2023-24,Marvin Bagley III,24,DET/WAS,1.55,-0.11,-0.18,0.07
3288,2023-24,Mo Bamba,25,PHI,1.21,0.14,-1.59,1.73
3289,2023-24,Keita Bates-Diop,28,PHO/BRK,0.64,-0.92,-0.93,0.01
3290,2023-24,Mikal Bridges,27,BRK,4.45,0.03,0.84,-0.81
3291,2023-24,Miles Bridges,25,CHO,-0.08,-2.52,-1.03,-1.48
3292,2023-24,Bruce Brown,27,IND/TOR,0.32,-2.19,-1.33,-0.86
3293,2023-24,Troy Brown Jr.,24,MIN/DET,0.13,-2.22,-1.54,-0.68
3294,2023-24,Jalen Brunson,27,NYK,9.98,3.41,4.35,-0.94
3295,2023-24,Jevon Carter,28,CHI,0.97,-0.92,-0.46,-0.46
3296,2023-24,Wendell Carter Jr.,24,ORL,2.95,0.88,-0.48,1.36
3297,2023-24,Donte DiVincenzo,27,NYK,5.4,1.19,1.02,0.17
3298,2023-24,Bruno Fernando,25,ATL,0.6,-1.05,-2.24,1.19
3299,2023-24,Shai Gilgeous-Alexander,25,OKC,12.11,5.26,4.34,0.92
3300,2023-24,Aaron Holiday,27,HOU,0.94,-1.28,-0.99,-0.29
3301,2023-24,Kevin Huerter,25,SAC,2.79,0.39,-0.26,0.65
3302,2023-24,Jaren Jackson Jr.,24,MEM,4.23,0.71,-0.22,0.93
3303,2023-24,Kevin Knox II,24,DET,0.18,-1.96,-1.62,-0.34
3304,2023-24,Caleb Martin,28,MIA,1.86,-0.77,-1.23,0.46
3305,2023-24,Cody Martin,28,CHO,0.55,-1.29,-2,0.71
3306,2023-24,De'Anthony Melton,25,PHI,2.16,0.91,0.36,0.56
3307,2023-24,Chimezie Metu,26,PHO/DET,0.67,-1.22,-1.85,0.63
3308,2023-24,Shake Milton,27,MIN/DET/NYK,0.19,-1.94,-1.42,-0.51
3309,2023-24,Josh Okogie,25,PHO,1.09,-0.65,-0.56,-0.09
3310,2023-24,Michael Porter Jr.,25,DEN,5.34,0.86,1.46,-0.6
3311,2023-24,Mitchell Robinson,25,NYK,1.32,0.28,-1.23,1.51
3312,2023-24,Collin Sexton,25,UTA,4.48,0.99,2.73,-1.74
3313,2023-24,Landry Shamet,26,WAS,0.37,-1.64,-0.6,-1.04
3314,2023-24,Anfernee Simons,24,POR,2.29,-0.15,1.67,-1.82
3315,2023-24,Gary Trent Jr.,25,TOR,0.97,-1.68,-0.22,-1.47
3316,2023-24,Jarred Vanderbilt,24,LAL,0.45,-1.23,-2.25,1.02
3317,2023-24,Lonnie Walker IV,25,BRK,0.53,-1.62,-0.83,-0.79
3318,2023-24,P.J. Washington,25,CHO/DAL,3.02,-0.29,-0.6,0.31
3319,2023-24,Kenrich Williams,29,OKC,1.2,-0.59,-0.64,0.05
3320,2023-24,Trae Young,25,ATL,4.86,1.53,3.3,-1.77
3321,2023-24,Deandre Ayton,25,POR,1.56,-1.07,-1.31,0.24
3322,2023-24,Luka Dončić,24,DAL,14.07,6.37,6.19,0.18
3323,2023-24,Goga Bitadze,24,ORL,2.31,1.4,-0.71,2.11
3324,2023-24,Oshae Brissett,25,BOS,0.75,-0.55,-0.17,-0.38
3325,2023-24,Rui Hachimura,25,LAL,1.29,-1.31,-0.59,-0.72
3326,2023-24,Jock Landale,28,HOU,0.87,-0.63,-0.63,0
3327,2023-24,Duncan Robinson,29,MIA,2.22,-0.6,-0.35,-0.24
3328,2023-24,Jordan McLaughlin,27,MIN,1.19,0.58,-0.09,0.67
3329,2023-24,Drew Eubanks,26,PHO,1.06,-1.01,-1.72,0.71
3330,2023-24,Haywood Highsmith,27,MIA,1.39,-0.83,-1.98,1.15
3331,2023-24,Amir Coffey,26,LAC,-0.14,-2.62,-1.5,-1.12
3332,2023-24,Terance Mann,27,LAC,0.99,-1.62,-0.93,-0.68
3333,2023-24,Andrew Nembhard,24,IND,1.14,-1.38,-1,-0.38
3334,2023-24,Max Strus,27,CLE,3.98,0.38,-0.01,0.38
3335,2023-24,Zion Williamson,23,NOP,4.75,1.02,1.43,-0.4
3336,2023-24,RJ Barrett,23,NYK/TOR,2.46,-0.32,0.2,-0.52
3337,2023-24,Cam Reddish,24,LAL,0.52,-1.61,-2.41,0.8
3338,2023-24,De'Andre Hunter,26,ATL,1.1,-1.41,-0.81,-0.6
3339,2023-24,Coby White,23,CHI,3.16,-0.71,0.8,-1.51
3340,2023-24,Darius Garland,24,CLE,3.13,0.17,0.69,-0.52
3341,2023-24,Jaxson Hayes,23,LAL,0.16,-2.17,-2.64,0.47
3342,2023-24,Nickeil Alexander-Walker,25,MIN,1.43,-1.27,-1.56,0.29
3343,2023-24,Tyler Herro,24,MIA,2.21,0.05,0.72,-0.67
3344,2023-24,Keldon Johnson,24,SAS,1.28,-1.46,-0.02,-1.43
3345,2023-24,Nic Claxton,24,BRK,5.28,1.52,-0.8,2.32
3346,2023-24,Luguentz Dort,24,OKC,1.84,-1.15,-1.32,0.17
3347,2023-24,Daniel Gafford,25,WAS/DAL,4.62,1.6,-0.44,2.04
3348,2023-24,Quentin Grimes,23,NYK/DET,0.51,-1.66,-1,-0.66
3349,2023-24,Talen Horton-Tucker,23,UTA,1.44,-0.18,0.42,-0.6
3350,2023-24,Cameron Johnson,27,BRK,3.2,0.73,0.99,-0.26
3351,2023-24,Jalen McDaniels,26,TOR,-0.29,-3.34,-2.54,-0.8
3352,2023-24,Jordan Nwora,25,IND/TOR,0.26,-1.89,-1.14,-0.75
3353,2023-24,Jordan Poole,24,WAS,0.05,-2.44,-0.72,-1.72
3354,2023-24,Naz Reid,24,MIN,2.51,-0.42,-0.78,0.36
3355,2023-24,Matisse Thybulle,26,POR,0.57,-1.84,-2.73,0.89
3356,2023-24,Grant Williams,25,DAL/CHO,1.58,-1.27,-0.97,-0.3
3357,2023-24,Garrison Mathews,27,ATL,-0.17,-2.74,-2.36,-0.38
3358,2023-24,Dean Wade,27,CLE,1.83,0.18,-1.29,1.47
3359,2023-24,Anthony Edwards,22,MIN,7.09,1.62,1.62,0.01
3360,2023-24,LaMelo Ball,22,CHO,2.09,2.24,3.06,-0.82
3361,2023-24,James Wiseman,22,DET,-0.25,-2.85,-2.53,-0.32
3362,2023-24,Killian Hayes,22,DET,0.52,-1.63,-1.88,0.26
3363,2023-24,Deni Avdija,23,WAS,2.26,-0.86,-0.85,-0.01
3364,2023-24,Obi Toppin,25,IND,2.17,-0.46,0.15,-0.61
3365,2023-24,Onyeka Okongwu,23,ATL,1.87,-0.34,-0.58,0.25
3366,2023-24,Tyrese Haliburton,23,IND,8.81,3.91,4.99,-1.08
3367,2023-24,Devin Vassell,23,SAS,2,-1.03,-0.06,-0.97
3368,2023-24,Isaac Okoro,23,CLE,2.47,-0.37,-0.61,0.23
3369,2023-24,Patrick Williams,22,CHI,0.76,-1.42,-1.31,-0.11
3370,2023-24,Precious Achiuwa,24,TOR/NYK,1.34,-1.14,-1.48,0.34
3371,2023-24,Aaron Nesmith,24,IND,2.43,-0.52,-0.61,0.09
3372,2023-24,Cole Anthony,23,ORL,3.04,0.2,0.14,0.06
3373,2023-24,Tyrese Maxey,23,PHI,7.18,1.9,3.27,-1.37
3374,2023-24,Saddiq Bey,24,ATL,1.83,-1.04,0.7,-1.74
3375,2023-24,Josh Green,23,DAL,1.24,-1.14,-0.92,-0.22
3376,2023-24,Jaden McDaniels,23,MIN,0.78,-1.87,-1.95,0.07
3377,2023-24,Jalen Smith,23,IND,2.25,0.96,1.23,-0.27
3378,2023-24,Isaiah Stewart,22,DET,0.65,-1.73,-2.19,0.45
3379,2023-24,Zeke Nnaji,23,DEN,0.25,-1.77,-2.12,0.35
3380,2023-24,Immanuel Quickley,24,NYK/TOR,4.03,0.77,1.15,-0.38
3381,2023-24,Paul Reed,24,PHI,3.4,0.95,-0.47,1.42
3382,2023-24,Isaiah Joe,24,OKC,1.76,-0.52,0.04,-0.56
3383,2023-24,Tre Jones,24,SAS,2.62,-0.5,-0.15,-0.35
3384,2023-24,Malachi Flynn,25,TOR/NYK/DET,0.5,-1.55,-0.96,-0.59
3385,2023-24,Payton Pritchard,26,BOS,4.74,1.68,2.06,-0.38
3386,2023-24,Lamar Stevens,26,BOS/MEM,0.61,-0.73,-0.97,0.25
3387,2023-24,Nick Richards,26,CHO,0.13,-2.35,-2.44,0.1
3388,2023-24,Omer Yurtseven,25,UTA,0.52,-0.92,-1.25,0.33
3389,2023-24,Xavier Tillman,25,MEM/BOS,1.52,0.02,-1.46,1.48
3390,2023-24,Jared Butler,23,WAS,0.77,-0.29,-0.23,-0.06
3391,2023-24,Desmond Bane,25,MEM,2.66,0.48,1.32,-0.84
3392,2023-24,Jalen Green,21,HOU,2.23,-1.09,0,-1.09
3393,2023-24,Jonathan Kuminga,21,GSW,2.67,-0.27,-0.16,-0.12
3394,2023-24,Naji Marshall,26,NOP,1.35,-0.74,-0.89,0.14
3395,2023-24,KJ Martin,23,LAC/PHI,-0.21,-2.94,-2.51,-0.43
3396,2023-24,Sam Merrill,27,CLE,1.68,0.05,1.37,-1.32
3397,2023-24,Ayo Dosunmu,24,CHI,0.93,-1.79,-0.69,-1.1
3398,2023-24,Vít Krejčí,23,ATL,-0.05,-2.6,-2.53,-0.08
3399,2023-24,Jae'Sean Tate,28,HOU,0.66,-1.43,-2.5,1.07
3400,2023-24,Herbert Jones,25,NOP,4.28,0.52,-0.74,1.26
3401,2023-24,Trey Murphy III,23,NOP,3.75,1.15,1.13,0.02
3402,2023-24,Jaden Springer,21,PHI/BOS,0.42,-1.14,-1.29,0.15
3403,2023-24,Franz Wagner,22,ORL,7.43,2.63,1.51,1.11
3404,2023-24,Ziaire Williams,22,MEM,0.07,-2.36,-1.83,-0.53
3405,2023-24,Ochai Agbaji,23,UTA/TOR,-0.05,-2.52,-1.88,-0.64
3406,2023-24,Chris Duarte,26,SAC,0.49,-1.36,-1.56,0.2
3407,2023-24,Bones Hyland,23,LAC,0.26,-1.71,-0.46,-1.25
3408,2023-24,Miles McBride,23,NYK,1.5,-0.66,-0.46,-0.2
3409,2023-24,Moses Moody,21,GSW,1.58,-0.27,-0.26,0
3410,2023-24,Isaiah Jackson,22,IND,1.62,0.89,-0.55,1.44
3411,2023-24,Tre Mann,22,OKC/CHO,1.01,-0.83,-1.26,0.43
3412,2023-24,Day'Ron Sharpe,22,BRK,1.77,0.61,0.02,0.59
3413,2023-24,JT Thor,21,CHO,-0.14,-2.76,-2.76,-0.01
3414,2023-24,Jalen Johnson,22,ATL,3.18,0.23,-0.42,0.66
3415,2023-24,Corey Kispert,24,WAS,-1.02,-3.27,-0.7,-2.57
3416,2023-24,Davion Mitchell,25,SAC,0.06,-2.38,-1.67,-0.71
3417,2023-24,Austin Reaves,25,LAL,3.96,-0.03,0.67,-0.7
3418,2023-24,Cam Thomas,22,BRK,1.75,-1.11,0.81,-1.92
3419,2023-24,Scottie Barnes,22,TOR,4.96,1.32,0.93,0.38
3420,2023-24,Trendon Watford,23,BRK,0.65,-1.24,-1.24,0
3421,2023-24,Sam Hauser,26,BOS,3.64,0.87,0.94,-0.07
3422,2023-24,Julian Champagnie,22,SAS,1.58,-0.74,-1.27,0.54
3423,2023-24,Alperen Sengun,21,HOU,4.47,1.02,0.77,0.25
3424,2023-24,Jericho Sims,25,NYK,-0.08,-2.7,-3.32,0.62
3425,2023-24,Josh Giddey,21,OKC,2.75,-0.28,-0.11,-0.17
3426,2023-24,Santi Aldama,23,MEM,1.3,-1.17,-0.87,-0.3
3427,2023-24,Scotty Pippen Jr.,23,MEM,0.68,-0.4,-0.92,0.51
3428,2023-24,Jalen Suggs,22,ORL,4.03,0.71,-0.84,1.55
3429,2023-24,Jalen Wilson,23,BRK,0.29,-1.75,-1.09,-0.67
3430,2023-24,Cade Cunningham,22,DET,2.87,-0.25,0.76,-1.02
3431,2023-24,Evan Mobley,22,CLE,3.99,1.7,-0.19,1.89
3432,2023-24,Aaron Wiggins,25,OKC,0.98,-1.18,-0.77,-0.42
3433,2023-24,Dalano Banton,24,BOS/POR,0.83,-1.2,-0.3,-0.9
3434,2023-24,Jose Alvarado,25,NOP,1.42,-0.21,-0.3,0.09
3435,2023-24,Jordan Goodwin,25,PHO/MEM,1.67,0.07,0.18,-0.11
3436,2023-24,MarJon Beauchamp,23,MIL,-0.15,-2.87,-2.23,-0.64
3437,2023-24,Dyson Daniels,20,NOP,2.51,0.52,-0.69,1.21
3438,2023-24,Jaden Hardy,21,DAL,0.57,-1.53,-0.29,-1.24
3439,2023-24,Scoot Henderson,19,POR,-1.12,-3.51,-1.5,-2.01
3440,2023-24,Jaden Ivey,21,DET,0.04,-2.44,-1.09,-1.35
3441,2023-24,Paolo Banchero,21,ORL,5.98,0.95,0.63,0.32
3442,2023-24,Jabari Smith Jr.,20,HOU,2.8,-0.61,-0.92,0.31
3443,2023-24,Chet Holmgren,21,OKC,7.49,2.5,0.44,2.06
3444,2023-24,Bennedict Mathurin,21,IND,0.19,-2.27,-0.61,-1.66
3445,2023-24,Keegan Murray,23,SAC,5.68,1.04,0.08,0.95
3446,2023-24,Shaedon Sharpe,20,POR,0.28,-2.03,-1.02,-1.01
3447,2023-24,Malaki Branham,20,SAS,-1.68,-4.21,-2.24,-1.97
3448,2023-24,Blake Wesley,20,SAS,0.21,-2.08,-2.05,-0.03
3449,2023-24,Jalen Duren,20,DET,2.24,-0.45,-1.09,0.64
3450,2023-24,Nikola Jović,20,MIA,1.56,0.32,-0.96,1.28
3451,2023-24,Max Christie,20,LAL,-0.23,-2.87,-2.66,-0.21
3452,2023-24,Mark Williams,22,CHO,1.22,1.37,0.31,1.06
3453,2023-24,Jeremy Sochan,20,SAS,0.24,-2.29,-2.05,-0.24
3454,2023-24,Jalen Williams,22,OKC,4.18,0.54,0.47,0.06
3455,2023-24,Walker Kessler,22,UTA,2.61,0.33,-1.46,1.79
3456,2023-24,Jaylin Williams,21,OKC,1.65,0.48,-0.46,0.93
3457,2023-24,Bryce McGowens,21,CHO,-0.46,-3.32,-2.63,-0.69
3458,2023-24,Julian Strawther,21,DEN,0.11,-2.15,-0.97,-1.18
3459,2023-24,Christian Braun,22,DEN,1.08,-1.42,-0.96,-0.46
3460,2023-24,Jabari Walker,21,POR,0.7,-1.8,-1.62,-0.18
3461,2023-24,Keon Ellis,24,SAC,1.57,0.1,-0.9,1
3462,2023-24,Jaime Jaquez Jr.,22,MIA,2.35,-0.68,-0.61,-0.08
3463,2023-24,Kris Murray,23,POR,0.91,-1.38,-1.79,0.41
3464,2023-24,Marcus Sasser,23,DET,-0.02,-2.49,-1.31,-1.18
3465,2023-24,Dalen Terry,21,CHI,0.97,-0.18,-0.97,0.79
3466,2023-24,Peyton Watson,21,DEN,0.38,-2.06,-2.52,0.46
3467,2023-24,Caleb Houstan,21,ORL,-0.03,-2.53,-1.18,-1.36
3468,2023-24,Trayce Jackson-Davis,23,GSW,2.84,1.54,0.34,1.2
3469,2023-24,Jake LaRavia,22,MEM,0.63,-1.22,-0.14,-1.07
3470,2023-24,David Roddy,22,MEM/PHO,-0.5,-3.16,-2.33,-0.83
3471,2023-24,Vince Williams Jr.,23,MEM,1.58,-0.7,-1.23,0.53
3472,2023-24,AJ Green,24,MIL,0.52,-1.1,-0.44,-0.66
3473,2023-24,Simone Fontecchio,28,UTA/DET,1.94,-0.58,-0.4,-0.18
3474,2023-24,Jacob Gilyard,25,MEM/BRK,0.56,-1.17,-0.86,-0.31
3475,2023-24,Victor Wembanyama,20,SAS,7.67,3.38,0.56,2.82
3476,2023-24,Brandon Miller,21,CHO,-1.23,-3.31,-1.4,-1.91
3477,2023-24,Taylor Hendricks,20,UTA,0.81,-0.95,-1.62,0.67
3478,2023-24,Amen Thompson,21,HOU,3.45,1.5,0.41,1.1
3479,2023-24,Ausar Thompson,21,DET,2.33,-0.11,-1.39,1.28
3480,2023-24,Anthony Black,20,ORL,-0.13,-2.65,-3.11,0.46
3481,2023-24,Gradey Dick,20,TOR,-0.68,-3.35,-1.44,-1.91
3482,2023-24,Rayan Rupert,19,POR,-0.08,-2.68,-2.46,-0.22
3483,2023-24,GG Jackson,19,MEM,0.77,-1.46,-0.44,-1.02
3484,2023-24,Cam Whitmore,19,HOU,1.52,0.3,1.17,-0.86
3485,2023-24,Cason Wallace,20,OKC,1.29,-1.24,-1.51,0.27
